Order_ID,Customer_Location,Restaurant_Location,Distance,Weather_Conditions,Traffic_Conditions,Delivery_Person_Experience,Order_Priority,Order_Time,Vehicle_Type,Restaurant_Rating,Customer_Rating,Delivery_Time,Order_Cost,Tip_Amount,Customer_Latitude,Customer_Longitude,Restaurant_Latitude,Restaurant_Longitude
ORD0031,"(17.012613, 78.845912)","(14.558344, 77.803961)",24.1,Cloudy,High,5.0,High,Morning,Bicycle,2.5,2.6,87.96,1026.3902162195125,54.55,17.012613,78.845912,14.558344,77.803961
ORD0032,"(20.287421, 78.348979)","(18.448297, 78.690502)",12.59,Rainy,Medium,9.0,Medium,Afternoon,Bicycle,4.0,3.9,18.89,1318.53,63.27,20.287421,78.348979,18.448297,78.690502
ORD0033,"(18.793881, 82.333879)","(14.881524, 83.580509)",8.84,Cloudy,Low,6.0,High,Night,Bicycle,2.5,3.2,66.84,132.05,23.67,18.793881,82.333879,14.881524,83.580509
ORD0034,"(19.831199, 79.788236)","(13.444446, 79.520149)",9.51,Cloudy,Medium,9.0,High,Evening,Bicycle,2.9,2.8,67.53,1310.61,46.47518363,19.831199,79.788236,13.444446,79.520149
ORD0035,"(21.746569, 77.152905)","(17.186588, 86.942375)",8.47,Cloudy,High,3.0,High,Evening,Car,4.8,4.8,106.37,1762.75,4.28,21.746569,77.152905,17.186588,86.942375
ORD0036,"(18.214891, 82.606697)","(14.159996, 86.423698)",23.23,Cloudy,High,3.0,Low,Morning,Bicycle,3.799502487562189,3.8,61.59,807.09,1.44,18.214891,82.606697,14.159996,86.423698
ORD0037,"(14.850875, 78.609187)","(18.056226, 79.16055)",16.45,Cloudy,Medium,5.0,Medium,Evening,Bicycle,2.8,4.6,71.81,1026.3902162195125,90.85,14.850875,78.609187,18.056226,79.16055
ORD0038,"(14.884442, 79.422718)","(19.142611, 79.034599)",16.64,Snowy,Low,9.0,Low,Night,Bike,4.6,3.7,66.11,1026.3902162195125,15.58,14.884442,79.422718,19.142611,79.034599
ORD0039,"(17.690598, 83.089253)","(12.165091, 82.24713)",4.79,Cloudy,Low,9.0,Medium,Afternoon,Car,3.9,3.671,59.42,443.28,4.8,17.690598,83.089253,12.165091,82.24713
ORD0040,"(21.941596, 85.76634)","(20.060287, 85.547677)",2.33,Snowy,Medium,1.0,Medium,Evening,Bike,2.5,3.671,94.66,412.31,70.45,21.941596,85.76634,20.060287,85.547677
ORD0041,"(16.426728, 79.20455)","(19.481325, 79.353291)",7.87,Snowy,Medium,8.0,High,Evening,Bike,4.4,3.5,39.37,497.76,39.87,16.426728,79.20455,19.481325,79.353291
ORD0042,"(12.439207, 86.374354)","(12.744838, 84.520444)",8.97,Cloudy,High,7.0,Medium,Evening,Bicycle,4.6,4.1,65.55888319655502,360.86,70.19,12.439207,86.374354,12.744838,84.520444
ORD0043,"(17.374095, 85.883475)","(14.740708, 87.492437)",339.552390527181,Rainy,Medium,9.0,Medium,Evening,Car,4.7,3.1,80.66,997.01,33.28,17.374095,85.883475,14.740708,87.492437
ORD0044,"(16.09293, 83.497623)","(14.216243, 82.909317)",2.72,Cloudy,Medium,2.0,High,Afternoon,Bike,3.8,4.1,100.79,1606.4,50.81,16.09293,83.497623,14.216243,82.909317
ORD0045,"(13.276315, 83.081724)","(16.065326, 82.663951)",6.54,Cloudy,High,7.0,High,Evening,Car,4.2,3.8,78.07,1732.01,38.99,13.276315,83.081724,16.065326,82.663951
ORD0046,"(14.334146, 86.906413)","(15.405122, 77.677359)",12.44,Rainy,Low,3.0,Medium,Night,Bike,4.1,3.0,28.39,849.05,64.72,14.334146,86.906413,15.405122,77.677359
ORD0047,"(12.628599, 87.09608)","(15.378239, 87.153181)",3.92,Snowy,Low,10.0,Medium,Afternoon,Bicycle,3.9,4.0,98.89,1026.3902162195125,21.49,12.628599,87.09608,15.378239,87.153181
ORD0048,"(20.407941, 82.416335)","(19.834406, 86.147854)",8.23,Rainy,Low,5.239723193838383,High,Evening,Bicycle,2.9,2.9,113.45,925.63,3.32,20.407941,82.416335,19.834406,86.147854
ORD0049,"(21.878381, 80.343123)","(12.233726, 78.803931)",15.87,Snowy,Medium,7.0,Medium,Afternoon,Bike,3.2,3.6,65.55888319655502,477.39,36.23,21.878381,80.343123,12.233726,78.803931
ORD0050,"(15.667688, 85.451696)","(18.000511, 86.990308)",22.31,Cloudy,High,3.0,Medium,Night,Bicycle,4.9,3.671,59.07,540.74,39.49,15.667688,85.451696,18.000511,86.990308
ORD0051,"(12.554543, 85.771326)","(20.652816, 81.058063)",13.09,Cloudy,Low,6.0,High,Afternoon,Bike,3.799502487562189,5.0,47.46,1612.01,31.19,12.554543,85.771326,20.652816,81.058063
ORD0052,"(17.813093, 87.348104)","(20.923667, 83.147978)",1.33,Cloudy,Low,1.0,Low,Evening,Bike,4.8,4.5,105.89,1007.65,10.55,17.813093,87.348104,20.923667,83.147978
ORD0053,"(21.578852, 83.34626)","(17.339274, 87.412689)",16.18,Cloudy,Low,4.0,Medium,Morning,Bicycle,2.9,4.7,44.07,1680.43,93.35,21.578852,83.34626,17.339274,87.412689
ORD0054,"(12.839898, 86.389567)","(13.807188, 84.140009)",12.2,Rainy,Medium,7.0,Low,Evening,Bike,2.5,2.7,63.55,432.42,63.7,12.839898,86.389567,13.807188,84.140009
ORD0055,"(21.938144, 85.950928)","(16.471968, 87.586077)",24.68,Cloudy,Medium,5.0,High,Night,Car,3.4,3.7,69.7,960.5,46.47518363,21.938144,85.950928,16.471968,87.586077
ORD0056,"(16.46274, 83.124063)","(21.308691, 82.256718)",12.27,Snowy,Medium,1.0,Medium,Morning,Bike,3.5,3.2,68.07,911.34,46.47518363,16.46274,83.124063,21.308691,82.256718
ORD0057,"(12.151614, 83.536485)","(21.417753, 78.073953)",19.52,Snowy,High,7.0,Low,Morning,Bike,3.0,3.6,15.42,1736.73,27.46,12.151614,83.536485,21.417753,78.073953
ORD0058,"(18.143633, 82.100522)","(17.856045, 87.01613)",16.66,Cloudy,Medium,8.0,Medium,Afternoon,Bike,3.3,4.7,59.63,813.34,95.01,18.143633,82.100522,17.856045,87.01613
ORD0060,"(14.369941, 78.390423)","(16.142483, 78.662479)",16.25,Cloudy,Low,8.0,Low,Night,Bike,3.1,2.7,88.3,870.65,10.16,14.369941,78.390423,16.142483,78.662479
ORD0061,"(14.322621, 78.048464)","(18.558171, 86.580946)",2.73,Cloudy,Low,9.0,Medium,Afternoon,Car,4.0,3.5,77.06,1598.74,12.65,14.322621,78.048464,18.558171,86.580946
ORD0062,"(21.407071, 87.17565)","(20.67778, 79.230353)",1.19,Rainy,Low,5.0,High,Morning,Car,2.8,4.4,112.41,745.3,55.52,21.407071,87.17565,20.67778,79.230353
ORD0063,"(13.690148, 80.640997)","(15.781756, 85.254477)",1.44,Cloudy,Low,3.0,Medium,Afternoon,Car,4.3,2.8,115.63,915.87,9.22,13.690148,80.640997,15.781756,85.254477
ORD0064,"(16.879577, 87.630526)","(13.978662, 79.021404)",15.93,Snowy,High,5.239723193838383,Low,Evening,Bike,3.3,3.8,72.59,1677.86,68.17,16.879577,87.630526,13.978662,79.021404
ORD0065,"(19.205708, 82.751826)","(18.260038, 86.506433)",11.44,Rainy,Medium,6.0,Low,Evening,Car,3.7,3.2,82.87,1026.3902162195125,13.93,19.205708,82.751826,18.260038,86.506433
ORD0066,"(21.722421, 86.686697)","(16.64932, 87.883971)",11.18,Rainy,High,5.239723193838383,Low,Night,Bike,4.4,2.9,85.19,238.3,92.51,21.722421,86.686697,16.64932,87.883971
ORD0069,"(17.570105, 86.216081)","(14.92959, 85.928692)",3.12,Rainy,High,3.0,Low,Evening,Bicycle,3.7,3.671,53.53,1341.69,84.08,17.570105,86.216081,14.92959,85.928692
ORD0070,"(16.032865, 82.008362)","(19.765919, 78.907022)",8.94,Cloudy,Low,2.0,High,Night,Bicycle,4.2,3.5,72.91,1026.3902162195125,6.8,16.032865,82.008362,19.765919,78.907022
ORD0071,"(15.963105, 82.053527)","(13.993396, 83.135677)",22.84,Snowy,Low,2.0,Low,Night,Bicycle,2.7,4.3,115.32,1444.92,3.88,15.963105,82.053527,13.993396,83.135677
ORD0072,"(12.097594, 78.076413)","(19.994171, 78.614499)",14.9,Rainy,High,8.0,Low,Night,Bicycle,2.8,3.9,74.07,1924.41,90.53,12.097594,78.076413,19.994171,78.614499
ORD0073,"(17.091127, 82.038006)","(17.372605, 87.820444)",22.1,Rainy,High,1.0,Medium,Morning,Bike,4.1,3.8,65.57,326.77,82.38,17.091127,82.038006,17.372605,87.820444
ORD0074,"(16.734343, 79.574419)","(19.049631, 77.131806)",18.68,Cloudy,Medium,1.0,Medium,Night,Bicycle,3.6,3.3,91.6,549.34,59.74,16.734343,79.574419,19.049631,77.131806
ORD0075,"(15.450302, 81.048616)","(12.313686, 81.756209)",7.6,Rainy,Low,6.0,Medium,Afternoon,Bike,3.2,4.5,69.67,220.57,83.17,15.450302,81.048616,12.313686,81.756209
ORD0076,"(12.215745, 78.482179)","(19.931184, 79.451584)",2.29,Cloudy,Medium,8.0,Medium,Afternoon,Car,4.5,4.6,79.35,672.02,1.32,12.215745,78.482179,19.931184,79.451584
ORD0077,"(17.981471, 86.95142)","(18.781496, 85.251288)",200.2430443494707,Rainy,Low,2.0,Low,Afternoon,Bike,3.2,3.0,79.09,291.97,6.78,17.981471,86.95142,18.781496,85.251288
ORD0078,"(13.175292, 87.081743)","(17.005465, 80.652715)",16.35,Rainy,Medium,7.0,Low,Morning,Bike,4.4,3.0,104.6,1208.91,30.92,13.175292,87.081743,17.005465,80.652715
ORD0079,"(12.123307, 84.813429)","(17.537451, 84.858854)",602.0451277792025,Cloudy,Medium,6.0,Low,Morning,Bicycle,3.4,3.0,60.18,1416.3,97.57,12.123307,84.813429,17.537451,84.858854
ORD0080,"(21.46076, 79.294489)","(17.241296, 79.143973)",24.26,Snowy,High,7.0,High,Night,Bicycle,4.6,2.8,52.03,1030.11,84.51,21.46076,79.294489,17.241296,79.143973
ORD0081,"(13.362809, 81.139969)","(18.988702, 85.352561)",0.56,Cloudy,Medium,2.0,Low,Night,Bike,4.1,4.9,16.48,1624.41,43.14,13.362809,81.139969,18.988702,85.352561
ORD0082,"(14.668125, 79.410968)","(18.396521, 80.921505)",14.09,Rainy,Medium,7.0,Low,Night,Bicycle,3.8,2.6,67.22,1026.3902162195125,88.66,14.668125,79.410968,18.396521,80.921505
ORD0083,"(21.047258, 87.456557)","(15.704977, 78.651575)",9.59,Rainy,High,3.0,High,Night,Bicycle,4.9,4.2,15.23,240.39,46.47518363,21.047258,87.456557,15.704977,78.651575
ORD0084,"(12.929956, 78.21257)","(18.693339, 84.602388)",21.74,Snowy,Medium,7.0,High,Evening,Bike,3.8,2.8,113.29,1780.36,60.43,12.929956,78.21257,18.693339,84.602388
ORD0085,"(20.647159, 78.225933)","(13.209912, 82.039972)",9.17,Rainy,Low,5.0,High,Evening,Bike,5.0,3.1,118.8,236.86,7.41,20.647159,78.225933,13.209912,82.039972
ORD0086,"(21.402659, 79.959544)","(17.40514, 82.424215)",7.7,Snowy,Low,5.239723193838383,Medium,Evening,Bike,4.7,3.8,20.29,1395.31,18.08,21.402659,79.959544,17.40514,82.424215
ORD0087,"(12.396437, 78.148824)","(12.352906, 85.095338)",12.73,Cloudy,Medium,1.0,Medium,Night,Bike,2.5,3.671,118.26,713.21,2.96,12.396437,78.148824,12.352906,85.095338
ORD0088,"(13.290933, 81.032454)","(16.618421, 86.599879)",8.5,Rainy,Medium,2.0,Medium,Night,Bike,2.6,4.1,107.95,1553.43,45.26,13.290933,81.032454,16.618421,86.599879
ORD0089,"(14.485949, 77.200453)","(17.647837, 85.282537)",10.0,Cloudy,High,4.0,High,Evening,Bicycle,4.5,3.2,109.67,318.86,46.47518363,14.485949,77.200453,17.647837,85.282537
ORD0090,"(20.351571, 85.936744)","(12.745319, 79.871156)",2.12,Cloudy,Low,1.0,Medium,Afternoon,Car,3.6,3.671,23.1,496.05,13.11,20.351571,85.936744,12.745319,79.871156
ORD0091,"(14.951015, 78.976781)","(17.992389, 80.410493)",6.09,Cloudy,Low,6.0,Low,Afternoon,Car,4.3,3.0,41.71,717.81,86.33,14.951015,78.976781,17.992389,80.410493
ORD0092,"(14.269461, 80.239348)","(18.8041, 85.796332)",3.25,Snowy,Low,5.0,Medium,Afternoon,Bike,4.1,3.7,77.65,389.76,46.47518363,14.269461,80.239348,18.8041,85.796332
ORD0093,"(16.580299, 78.12065)","(13.520291, 82.49965)",580.3541742845292,Rainy,Low,2.0,Low,Afternoon,Bicycle,3.9,2.6,91.85,1221.92,26.45,16.580299,78.12065,13.520291,82.49965
ORD0094,"(19.42553, 79.177903)","(12.655972, 85.639259)",8.34,Cloudy,Medium,3.0,Low,Afternoon,Car,3.5,3.4,33.81,729.5,46.47518363,19.42553,79.177903,12.655972,85.639259
ORD0095,"(18.038568, 84.144053)","(13.219121, 82.828937)",13.44,Snowy,Medium,5.0,Medium,Morning,Bicycle,3.9,2.9,21.21,1997.42,45.85,18.038568,84.144053,13.219121,82.828937
ORD0096,"(19.486415, 78.557736)","(16.8342, 83.728159)",22.15,Cloudy,Low,1.0,High,Night,Car,3.8,3.671,91.22,1557.05,39.75,19.486415,78.557736,16.8342,83.728159
ORD0097,"(12.021992, 84.862769)","(13.966486, 77.264234)",12.33,Cloudy,Low,5.239723193838383,High,Night,Bicycle,4.8,2.7,77.25,122.3,64.79,12.021992,84.862769,13.966486,77.264234
ORD0098,"(18.068685, 82.245599)","(15.166493, 79.726667)",20.25,Snowy,Low,1.0,Medium,Morning,Car,4.7,5.0,67.89,1035.53,48.5,18.068685,82.245599,15.166493,79.726667
ORD0099,"(20.095563, 85.38305)","(19.327674, 81.556919)",18.84,Cloudy,High,2.0,Medium,Morning,Bicycle,4.3,4.8,80.96,300.01,61.98,20.095563,85.38305,19.327674,81.556919
ORD0100,"(13.245465, 86.909466)","(15.021761, 87.069326)",10.11,Cloudy,Low,5.0,Low,Afternoon,Bike,3.9,4.0,100.6,250.08,24.16,13.245465,86.909466,15.021761,87.069326
ORD0101,"(17.357117, 82.942175)","(13.969167, 79.186762)",5.09,Rainy,High,6.0,Medium,Night,Car,3.8,2.6,56.11,868.92,37.2,17.357117,82.942175,13.969167,79.186762
ORD0102,"(19.11305, 87.619916)","(21.990214, 86.925957)",9.45,Cloudy,Medium,2.0,Low,Evening,Bike,3.8,4.0,65.55888319655502,751.69,98.37,19.11305,87.619916,21.990214,86.925957
ORD0103,"(17.928196, 83.588991)","(20.916119, 82.187327)",13.03,Cloudy,Medium,7.0,Low,Night,Bike,4.8,4.1,44.99,1956.76,90.91,17.928196,83.588991,20.916119,82.187327
ORD0104,"(12.906973, 78.121968)","(21.745007, 86.139016)",11.57,Rainy,High,2.0,High,Afternoon,Bike,3.7,3.671,22.69,1543.68,31.06,12.906973,78.121968,21.745007,86.139016
ORD0105,"(17.459726, 81.031916)","(16.77123, 79.15117)",12.16,Snowy,Medium,4.0,Medium,Morning,Car,4.1,4.0,112.83,1098.6,87.91,17.459726,81.031916,16.77123,79.15117
ORD0106,"(20.302399, 78.304548)","(16.455523, 83.91901)",5.08,Rainy,Low,8.0,Low,Night,Bicycle,4.0,5.0,96.44,1304.29,46.47518363,20.302399,78.304548,16.455523,83.91901
ORD0107,"(19.001364, 82.216913)","(19.34114, 85.781167)",21.76,Cloudy,Low,8.0,High,Afternoon,Bicycle,3.2,2.6,119.67,1026.3902162195125,72.11,19.001364,82.216913,19.34114,85.781167
ORD0108,"(20.277756, 82.670628)","(18.021436, 79.252727)",19.82,Cloudy,Medium,7.0,High,Morning,Bicycle,3.8,2.6,18.9,397.51,46.47518363,20.277756,82.670628,18.021436,79.252727
ORD0109,"(19.039561, 82.29819)","(17.166845, 79.763063)",1.77,Cloudy,Medium,10.0,Low,Afternoon,Bike,3.5,3.9,76.57,561.44,70.84,19.039561,82.29819,17.166845,79.763063
ORD0110,"(14.436361, 81.784262)","(17.794404, 82.997255)",1.7,Rainy,Low,10.0,High,Night,Bicycle,4.6,2.6,61.58,467.76,36.41,14.436361,81.784262,17.794404,82.997255
ORD0111,"(18.443716, 78.904846)","(19.453432, 82.20258)",5.4,Cloudy,Low,4.0,Medium,Night,Bicycle,4.5,4.7,102.06,897.1,46.47518363,18.443716,78.904846,19.453432,82.20258
ORD0113,"(21.751239, 78.04432)","(21.615936, 82.137932)",24.45,Rainy,High,8.0,Medium,Night,Car,4.7,4.3,86.8,223.6,2.22,21.751239,78.04432,21.615936,82.137932
ORD0114,"(21.139317, 83.247471)","(12.393067, 85.842775)",15.37,Snowy,Medium,5.0,High,Night,Car,3.8,3.7,57.78,1134.97,14.8,21.139317,83.247471,12.393067,85.842775
ORD0115,"(20.666223, 82.834515)","(15.495926, 85.850249)",0.52,Rainy,High,5.239723193838383,Medium,Night,Bicycle,3.7,3.3,55.23,852.22,63.29,20.666223,82.834515,15.495926,85.850249
ORD0117,"(16.044164, 81.042023)","(19.725197, 85.023342)",9.17,Cloudy,Low,6.0,High,Morning,Bicycle,3.0,3.2,107.53,1054.82,17.24,16.044164,81.042023,19.725197,85.023342
ORD0118,"(16.238579, 82.385593)","(12.318846, 81.789059)",13.48,Cloudy,Medium,2.0,Low,Afternoon,Bike,3.5,3.671,92.43,1290.42,80.17,16.238579,82.385593,12.318846,81.789059
ORD0119,"(20.983462, 77.096783)","(12.456291, 81.308049)",1048.6616661419412,Cloudy,Low,3.0,Medium,Evening,Car,3.6,4.9,94.6,1107.24,30.76,20.983462,77.096783,12.456291,81.308049
ORD0120,"(14.287338, 80.044069)","(18.165321, 79.353856)",21.16,Snowy,Medium,5.0,Medium,Afternoon,Bicycle,4.5,3.0,108.42,1705.35,99.74,14.287338,80.044069,18.165321,79.353856
ORD0121,"(17.814519, 83.281902)","(21.748801, 78.560796)",8.08,Cloudy,Medium,5.0,Low,Night,Bicycle,4.2,4.2,85.42,1958.47,50.95,17.814519,83.281902,21.748801,78.560796
ORD0122,"(21.156634, 80.556935)","(12.349095, 85.310478)",21.56,Cloudy,Low,5.0,Medium,Night,Car,3.5,3.671,50.16,1653.28,3.93,21.156634,80.556935,12.349095,85.310478
ORD0123,"(18.383287, 85.635688)","(13.553503, 87.773861)",9.62,Cloudy,Medium,9.0,High,Night,Bicycle,3.7,3.1,110.3,208.45,16.95,18.383287,85.635688,13.553503,87.773861
ORD0124,"(13.965938, 87.001634)","(16.4162, 77.01058)",20.49,Cloudy,Low,4.0,High,Night,Bike,3.9,2.9,87.07,1156.3,98.67,13.965938,87.001634,16.4162,77.01058
ORD0125,"(15.797555, 79.369911)","(12.110201, 80.261562)",22.32,Rainy,High,2.0,Low,Afternoon,Bicycle,2.9,3.3,28.65,1775.18,47.47,15.797555,79.369911,12.110201,80.261562
ORD0126,"(18.645129, 83.470304)","(14.221925, 78.069703)",13.61,Rainy,Low,7.0,High,Night,Car,4.9,4.4,40.6,1244.2,7.9,18.645129,83.470304,14.221925,78.069703
ORD0127,"(20.426945, 83.95039)","(17.153309, 86.106388)",20.77,Cloudy,Medium,2.0,Medium,Morning,Car,3.799502487562189,3.8,58.53,1027.6,88.45,20.426945,83.95039,17.153309,86.106388
ORD0128,"(12.776104, 77.018445)","(18.657911, 78.408433)",7.94,Cloudy,Medium,8.0,Low,Evening,Car,2.8,3.671,34.51,1645.31,76.89,12.776104,77.018445,18.657911,78.408433
ORD0129,"(18.315683, 82.648086)","(15.079457, 80.472343)",427.988014239764,Cloudy,Medium,1.0,High,Morning,Car,4.9,3.4,16.98,1168.58,57.56,18.315683,82.648086,15.079457,80.472343
ORD0130,"(18.473966, 86.109857)","(20.082991, 83.118426)",361.362189576354,Cloudy,Low,7.0,High,Afternoon,Bicycle,2.6,3.2,113.28,1847.44,74.33,18.473966,86.109857,20.082991,83.118426
ORD0131,"(14.52999, 78.36249)","(21.427779, 83.34836)",1.32,Snowy,Low,6.0,Low,Evening,Car,4.1,4.5,72.64,1794.8,47.45,14.52999,78.36249,21.427779,83.34836
ORD0132,"(13.429301, 78.290829)","(13.951955, 81.113552)",18.91,Snowy,Low,4.0,High,Evening,Bike,4.5,4.2,65.55888319655502,1542.94,22.21,13.429301,78.290829,13.951955,81.113552
ORD0133,"(15.63891, 87.704574)","(19.793578, 86.875378)",1.32,Cloudy,High,5.0,Medium,Night,Bicycle,2.8,4.0,114.0,1215.47,55.22,15.63891,87.704574,19.793578,86.875378
ORD0134,"(20.904703, 87.050614)","(20.954014, 83.871249)",18.0,Cloudy,Low,5.239723193838383,High,Evening,Bicycle,5.0,4.4,36.63,1319.5,85.63,20.904703,87.050614,20.954014,83.871249
ORD0135,"(21.145765, 81.740436)","(18.712736, 86.41711)",12.9,Cloudy,Low,10.0,Low,Afternoon,Bike,3.3,4.4,73.82,1958.49,46.47518363,21.145765,81.740436,18.712736,86.41711
ORD0136,"(14.203475, 77.819664)","(14.32718, 78.646128)",22.58,Cloudy,Low,8.0,Medium,Night,Bicycle,4.1,4.6,79.73,600.85,37.76,14.203475,77.819664,14.32718,78.646128
ORD0137,"(12.878906, 81.691649)","(15.131849, 86.018899)",15.34,Rainy,High,5.239723193838383,Low,Night,Bike,4.3,3.8,23.54,950.14,98.94,12.878906,81.691649,15.131849,86.018899
ORD0138,"(20.664072, 79.015535)","(16.511111, 85.649124)",9.64,Cloudy,High,3.0,Low,Afternoon,Bicycle,3.799502487562189,3.7,109.15,1728.54,55.88,20.664072,79.015535,16.511111,85.649124
ORD0139,"(17.597781, 86.897815)","(18.086547, 80.911213)",10.42,Rainy,Medium,8.0,Medium,Morning,Car,3.9,2.9,115.69,440.82,70.41,17.597781,86.897815,18.086547,80.911213
ORD0140,"(14.082501, 79.313765)","(15.887518, 79.672521)",12.63,Snowy,Medium,2.0,Medium,Afternoon,Bike,3.8,3.2,29.12,215.91,91.94,14.082501,79.313765,15.887518,79.672521
